year,month,ISO3,InterestRate,CPI,name,text_InterestRate,text_CPI
2002,7,CHE,0.75,-0.051689,Switzerland,Switzerland<br> 0.75%,Switzerland<br>-0.05%
2002,8,CHE,0.75,0.472472,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.47%
2002,9,CHE,0.75,0.496712,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.50%
2002,10,CHE,0.75,1.237232,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.24%
2002,11,CHE,0.75,0.915561,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.92%
2002,12,CHE,0.75,0.890939,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.89%
2003,1,CHE,0.75,0.846873,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.85%
2003,2,CHE,0.75,0.949275,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.95%
2003,3,CHE,0.375,1.339143,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 1.34%
2003,4,CHE,0.375,0.671889,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.67%
2003,5,CHE,0.375,0.414051,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.41%
2003,6,CHE,0.375,0.548095,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.55%
2003,7,CHE,0.375,0.270634,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.27%
2003,8,CHE,0.375,0.537429,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.54%
2003,9,CHE,0.375,0.530594,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.53%
2003,10,CHE,0.375,0.453684,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.45%
2003,11,CHE,0.375,0.512494,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.51%
2003,12,CHE,0.375,0.593873,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.59%
2004,1,CHE,0.375,0.172413,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.17%
2004,2,CHE,0.375,0.090798,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.09%
2004,3,CHE,0.375,-0.097028,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.10%
2004,4,CHE,0.375,0.545916,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.55%
2004,5,CHE,0.375,0.93999,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.94%
2004,6,CHE,0.5,1.112081,Switzerland,Switzerland<br> 0.50%,Switzerland<br> 1.11%
2004,7,CHE,0.5,0.862343,Switzerland,Switzerland<br> 0.50%,Switzerland<br> 0.86%
2004,8,CHE,0.5,1.000924,Switzerland,Switzerland<br> 0.50%,Switzerland<br> 1.00%
2004,9,CHE,0.75,0.860883,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.86%
2004,10,CHE,0.75,1.292701,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.29%
2004,11,CHE,0.75,1.517605,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.52%
2004,12,CHE,0.75,1.331648,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.33%
2005,1,CHE,0.75,1.20481,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.20%
2005,2,CHE,0.75,1.410293,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.41%
2005,3,CHE,0.75,1.441121,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.44%
2005,4,CHE,0.75,1.41608,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.42%
2005,5,CHE,0.75,1.081847,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.08%
2005,6,CHE,0.75,0.68077,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.68%
2005,7,CHE,0.75,1.189178,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.19%
2005,8,CHE,0.75,0.960791,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.96%
2005,9,CHE,0.75,1.396618,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.40%
2005,10,CHE,0.75,1.33328,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 1.33%
2005,11,CHE,0.75,0.951518,Switzerland,Switzerland<br> 0.75%,Switzerland<br> 0.95%
2005,12,CHE,1.0,1.00637,Switzerland,Switzerland<br> 1.00%,Switzerland<br> 1.01%
2006,1,CHE,1.0,1.290806,Switzerland,Switzerland<br> 1.00%,Switzerland<br> 1.29%
2006,2,CHE,1.0,1.383537,Switzerland,Switzerland<br> 1.00%,Switzerland<br> 1.38%
2006,3,CHE,1.25,1.028898,Switzerland,Switzerland<br> 1.25%,Switzerland<br> 1.03%
2006,4,CHE,1.25,1.059063,Switzerland,Switzerland<br> 1.25%,Switzerland<br> 1.06%
2006,5,CHE,1.25,1.361908,Switzerland,Switzerland<br> 1.25%,Switzerland<br> 1.36%
2006,6,CHE,1.5,1.562307,Switzerland,Switzerland<br> 1.50%,Switzerland<br> 1.56%
2006,7,CHE,1.5,1.424566,Switzerland,Switzerland<br> 1.50%,Switzerland<br> 1.42%
2006,8,CHE,1.5,1.452032,Switzerland,Switzerland<br> 1.50%,Switzerland<br> 1.45%
2006,9,CHE,1.75,0.7939,Switzerland,Switzerland<br> 1.75%,Switzerland<br> 0.79%
2006,10,CHE,1.75,0.258605,Switzerland,Switzerland<br> 1.75%,Switzerland<br> 0.26%
2006,11,CHE,1.75,0.497627,Switzerland,Switzerland<br> 1.75%,Switzerland<br> 0.50%
2006,12,CHE,2.0,0.621079,Switzerland,Switzerland<br> 2.00%,Switzerland<br> 0.62%
2007,1,CHE,2.0,0.102133,Switzerland,Switzerland<br> 2.00%,Switzerland<br> 0.10%
2007,2,CHE,2.0,-0.011438,Switzerland,Switzerland<br> 2.00%,Switzerland<br>-0.01%
2007,3,CHE,2.25,0.172769,Switzerland,Switzerland<br> 2.25%,Switzerland<br> 0.17%
2007,4,CHE,2.25,0.454037,Switzerland,Switzerland<br> 2.25%,Switzerland<br> 0.45%
2007,5,CHE,2.25,0.487932,Switzerland,Switzerland<br> 2.25%,Switzerland<br> 0.49%
2007,6,CHE,2.5,0.630651,Switzerland,Switzerland<br> 2.50%,Switzerland<br> 0.63%
2007,7,CHE,2.5,0.720364,Switzerland,Switzerland<br> 2.50%,Switzerland<br> 0.72%
2007,8,CHE,2.5,0.435854,Switzerland,Switzerland<br> 2.50%,Switzerland<br> 0.44%
2007,9,CHE,2.75,0.747077,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 0.75%
2007,10,CHE,2.75,1.264291,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 1.26%
2007,11,CHE,2.75,1.770268,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 1.77%
2007,12,CHE,2.75,2.003963,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.00%
2008,1,CHE,2.75,2.426175,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.43%
2008,2,CHE,2.75,2.364599,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.36%
2008,3,CHE,2.75,2.630752,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.63%
2008,4,CHE,2.75,2.283839,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.28%
2008,5,CHE,2.75,2.85569,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.86%
2008,6,CHE,2.75,2.911756,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.91%
2008,7,CHE,2.75,3.074704,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 3.07%
2008,8,CHE,2.75,2.921577,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.92%
2008,9,CHE,2.75,2.927297,Switzerland,Switzerland<br> 2.75%,Switzerland<br> 2.93%
2008,10,CHE,2.5,2.598137,Switzerland,Switzerland<br> 2.50%,Switzerland<br> 2.60%
2008,11,CHE,1.0,1.452059,Switzerland,Switzerland<br> 1.00%,Switzerland<br> 1.45%
2008,12,CHE,0.5,0.700957,Switzerland,Switzerland<br> 0.50%,Switzerland<br> 0.70%
2009,1,CHE,0.5,0.139177,Switzerland,Switzerland<br> 0.50%,Switzerland<br> 0.14%
2009,2,CHE,0.5,0.237463,Switzerland,Switzerland<br> 0.50%,Switzerland<br> 0.24%
2009,3,CHE,0.375,-0.424203,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.42%
2009,4,CHE,0.375,-0.333664,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.33%
2009,5,CHE,0.375,-0.961391,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.96%
2009,6,CHE,0.375,-0.951072,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.95%
2009,7,CHE,0.375,-1.177629,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-1.18%
2009,8,CHE,0.375,-0.810127,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.81%
2009,9,CHE,0.375,-0.922653,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.92%
2009,10,CHE,0.375,-0.833587,Switzerland,Switzerland<br> 0.38%,Switzerland<br>-0.83%
2009,11,CHE,0.375,0.024019,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.02%
2009,12,CHE,0.375,0.282745,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.28%
2010,1,CHE,0.375,1.023769,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 1.02%
2010,2,CHE,0.375,0.932771,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.93%
2010,3,CHE,0.375,1.399863,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 1.40%
2010,4,CHE,0.375,1.372681,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 1.37%
2010,5,CHE,0.375,1.106814,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 1.11%
2010,6,CHE,0.375,0.486366,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.49%
2010,7,CHE,0.375,0.418408,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.42%
2010,8,CHE,0.375,0.293544,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.29%
2010,9,CHE,0.375,0.283164,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.28%
2010,10,CHE,0.375,0.193854,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.19%
2010,11,CHE,0.375,0.240916,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.24%
2010,12,CHE,0.375,0.5196,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.52%
2011,1,CHE,0.375,0.278508,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.28%
2011,2,CHE,0.375,0.510152,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.51%
2011,3,CHE,0.375,1.004233,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 1.00%
2011,4,CHE,0.375,0.258866,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.26%
2011,5,CHE,0.375,0.3692,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.37%
2011,6,CHE,0.375,0.564321,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.56%
2011,7,CHE,0.375,0.472147,Switzerland,Switzerland<br> 0.38%,Switzerland<br> 0.47%
2011,8,CHE,0.125,0.192288,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.19%
2011,9,CHE,0.125,0.485678,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.49%
2011,10,CHE,0.125,-0.112486,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.11%
2011,11,CHE,0.125,-0.525639,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.53%
2011,12,CHE,0.125,-0.714671,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.71%
2012,1,CHE,0.125,-0.789475,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.79%
2012,2,CHE,0.125,-0.883549,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.88%
2012,3,CHE,0.125,-0.954369,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.95%
2012,4,CHE,0.125,-0.989451,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.99%
2012,5,CHE,0.125,-1.013733,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-1.01%
2012,6,CHE,0.125,-1.053775,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-1.05%
2012,7,CHE,0.125,-0.714047,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.71%
2012,8,CHE,0.125,-0.453141,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.45%
2012,9,CHE,0.125,-0.411358,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.41%
2012,10,CHE,0.125,-0.222072,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.22%
2012,11,CHE,0.125,-0.375439,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.38%
2012,12,CHE,0.125,-0.43434,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.43%
2013,1,CHE,0.125,-0.26972,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.27%
2013,2,CHE,0.125,-0.255994,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.26%
2013,3,CHE,0.125,-0.593417,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.59%
2013,4,CHE,0.125,-0.634485,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.63%
2013,5,CHE,0.125,-0.507384,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.51%
2013,6,CHE,0.125,-0.127871,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.13%
2013,7,CHE,0.125,-0.002776,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.00%
2013,8,CHE,0.125,-0.044529,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.04%
2013,9,CHE,0.125,-0.055364,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.06%
2013,10,CHE,0.125,-0.255349,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.26%
2013,11,CHE,0.125,0.079849,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.08%
2013,12,CHE,0.125,0.067014,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.07%
2014,1,CHE,0.125,0.054448,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.05%
2014,2,CHE,0.125,-0.141228,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.14%
2014,3,CHE,0.125,0.002773,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.00%
2014,4,CHE,0.125,0.038015,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.04%
2014,5,CHE,0.125,0.22082,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.22%
2014,6,CHE,0.125,0.049692,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.05%
2014,7,CHE,0.125,0.031826,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.03%
2014,8,CHE,0.125,0.071734,Switzerland,Switzerland<br> 0.12%,Switzerland<br> 0.07%
2014,9,CHE,0.125,-0.087643,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.09%
2014,10,CHE,0.125,-0.012671,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.01%
2014,11,CHE,0.125,-0.058601,Switzerland,Switzerland<br> 0.12%,Switzerland<br>-0.06%
2014,12,CHE,-0.25,-0.328495,Switzerland,Switzerland<br>-0.25%,Switzerland<br>-0.33%
2015,1,CHE,-0.75,-0.48529,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.49%
2015,2,CHE,-0.75,-0.839519,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.84%
2015,3,CHE,-0.75,-0.874718,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.87%
2015,4,CHE,-0.75,-1.122606,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.12%
2015,5,CHE,-0.75,-1.181885,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.18%
2015,6,CHE,-0.75,-1.037394,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.04%
2015,7,CHE,-0.75,-1.275994,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.28%
2015,8,CHE,-0.75,-1.402519,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.40%
2015,9,CHE,-0.75,-1.443709,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.44%
2015,10,CHE,-0.75,-1.359776,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.36%
2015,11,CHE,-0.75,-1.392497,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.39%
2015,12,CHE,-0.75,-1.308357,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.31%
2016,1,CHE,-0.75,-1.266728,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.27%
2016,2,CHE,-0.75,-0.828586,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.83%
2016,3,CHE,-0.75,-0.860758,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.86%
2016,4,CHE,-0.75,-0.351995,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.35%
2016,5,CHE,-0.75,-0.439945,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.44%
2016,6,CHE,-0.75,-0.374068,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.37%
2016,7,CHE,-0.75,-0.202898,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.20%
2016,8,CHE,-0.75,-0.143092,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.14%
2016,9,CHE,-0.75,-0.181425,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.18%
2016,10,CHE,-0.75,-0.212891,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.21%
2016,11,CHE,-0.75,-0.3383,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.34%
2016,12,CHE,-0.75,-0.006657,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.01%
2017,1,CHE,-0.75,0.34902,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.35%
2017,2,CHE,-0.75,0.646011,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.65%
2017,3,CHE,-0.75,0.567837,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.57%
2017,4,CHE,-0.75,0.437807,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.44%
2017,5,CHE,-0.75,0.479399,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.48%
2017,6,CHE,-0.75,0.197201,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.20%
2017,7,CHE,-0.75,0.329261,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.33%
2017,8,CHE,-0.75,0.462718,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.46%
2017,9,CHE,-0.75,0.652041,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.65%
2017,10,CHE,-0.75,0.660957,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.66%
2017,11,CHE,-0.75,0.787141,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.79%
2017,12,CHE,-0.75,0.838604,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.84%
2018,1,CHE,-0.75,0.74021,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.74%
2018,2,CHE,-0.75,0.628007,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.63%
2018,3,CHE,-0.75,0.795393,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.80%
2018,4,CHE,-0.75,0.803197,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.80%
2018,5,CHE,-0.75,0.999239,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.00%
2018,6,CHE,-0.75,1.146591,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.15%
2018,7,CHE,-0.75,1.230401,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.23%
2018,8,CHE,-0.75,1.180987,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.18%
2018,9,CHE,-0.75,0.989473,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.99%
2018,10,CHE,-0.75,1.106487,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.11%
2018,11,CHE,-0.75,0.921993,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.92%
2018,12,CHE,-0.75,0.691592,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.69%
2019,1,CHE,-0.75,0.560093,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.56%
2019,2,CHE,-0.75,0.578683,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.58%
2019,3,CHE,-0.75,0.729073,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.73%
2019,4,CHE,-0.75,0.70811,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.71%
2019,5,CHE,-0.75,0.634269,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.63%
2019,6,CHE,-0.75,0.600248,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.60%
2019,7,CHE,-0.75,0.311711,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.31%
2019,8,CHE,-0.75,0.318004,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.32%
2019,9,CHE,-0.75,0.148313,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.15%
2019,10,CHE,-0.75,-0.253111,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.25%
2019,11,CHE,-0.75,-0.131189,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.13%
2019,12,CHE,-0.75,0.155766,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.16%
2020,1,CHE,-0.75,0.202291,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.20%
2020,2,CHE,-0.75,-0.062308,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.06%
2020,3,CHE,-0.75,-0.515164,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.52%
2020,4,CHE,-0.75,-1.063167,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.06%
2020,5,CHE,-0.75,-1.324572,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.32%
2020,6,CHE,-0.75,-1.274768,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-1.27%
2020,7,CHE,-0.75,-0.919885,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.92%
2020,8,CHE,-0.75,-0.866159,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.87%
2020,9,CHE,-0.75,-0.799884,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.80%
2020,10,CHE,-0.75,-0.570227,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.57%
2020,11,CHE,-0.75,-0.684787,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.68%
2020,12,CHE,-0.75,-0.813823,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.81%
2021,1,CHE,-0.75,-0.544318,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.54%
2021,2,CHE,-0.75,-0.503934,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.50%
2021,3,CHE,-0.75,-0.245226,Switzerland,Switzerland<br>-0.75%,Switzerland<br>-0.25%
2021,4,CHE,-0.75,0.327963,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.33%
2021,5,CHE,-0.75,0.550954,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.55%
2021,6,CHE,-0.75,0.60447,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.60%
2021,7,CHE,-0.75,0.678779,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.68%
2021,8,CHE,-0.75,0.881596,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.88%
2021,9,CHE,-0.75,0.942367,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 0.94%
2021,10,CHE,-0.75,1.241863,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.24%
2021,11,CHE,-0.75,1.532864,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.53%
2021,12,CHE,-0.75,1.5311,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.53%
2022,1,CHE,-0.75,1.648788,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 1.65%
2022,2,CHE,-0.75,2.150872,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 2.15%
2022,3,CHE,-0.75,2.386192,Switzerland,Switzerland<br>-0.75%,Switzerland<br> 2.39%
1999,1,CHL,7.25,3.594859,Chile,Chile<br> 7.25%,Chile<br> 3.59%
1999,2,CHL,7.25,3.804064,Chile,Chile<br> 7.25%,Chile<br> 3.80%
1999,3,CHL,7.0,4.052286,Chile,Chile<br> 7.00%,Chile<br> 4.05%
1999,4,CHL,6.5,4.033417,Chile,Chile<br> 6.50%,Chile<br> 4.03%
1999,5,CHL,6.0,3.96694,Chile,Chile<br> 6.00%,Chile<br> 3.97%
1999,6,CHL,5.0,3.75746,Chile,Chile<br> 5.00%,Chile<br> 3.76%
1999,7,CHL,5.0,3.387866,Chile,Chile<br> 5.00%,Chile<br> 3.39%
1999,8,CHL,5.0,3.241892,Chile,Chile<br> 5.00%,Chile<br> 3.24%
1999,9,CHL,5.0,2.938481,Chile,Chile<br> 5.00%,Chile<br> 2.94%
1999,10,CHL,5.0,2.486614,Chile,Chile<br> 5.00%,Chile<br> 2.49%
1999,11,CHL,5.0,2.559186,Chile,Chile<br> 5.00%,Chile<br> 2.56%
1999,12,CHL,5.0,2.309535,Chile,Chile<br> 5.00%,Chile<br> 2.31%
2000,1,CHL,5.25,2.831071,Chile,Chile<br> 5.25%,Chile<br> 2.83%
2000,2,CHL,5.25,3.329546,Chile,Chile<br> 5.25%,Chile<br> 3.33%
2000,3,CHL,5.5,3.424276,Chile,Chile<br> 5.50%,Chile<br> 3.42%
2000,4,CHL,5.5,3.532477,Chile,Chile<br> 5.50%,Chile<br> 3.53%
2000,5,CHL,5.5,3.629279,Chile,Chile<br> 5.50%,Chile<br> 3.63%
2000,6,CHL,5.5,3.722218,Chile,Chile<br> 5.50%,Chile<br> 3.72%
2000,7,CHL,5.5,3.78775,Chile,Chile<br> 5.50%,Chile<br> 3.79%
2000,8,CHL,5.0,3.851111,Chile,Chile<br> 5.00%,Chile<br> 3.85%
2000,9,CHL,5.0,4.24657,Chile,Chile<br> 5.00%,Chile<br> 4.25%
2000,10,CHL,5.0,4.506154,Chile,Chile<br> 5.00%,Chile<br> 4.51%
2000,11,CHL,5.0,4.684183,Chile,Chile<br> 5.00%,Chile<br> 4.68%
2000,12,CHL,5.0,4.526016,Chile,Chile<br> 5.00%,Chile<br> 4.53%
2001,1,CHL,4.75,4.694455,Chile,Chile<br> 4.75%,Chile<br> 4.69%
2001,2,CHL,4.5,3.794332,Chile,Chile<br> 4.50%,Chile<br> 3.79%
2001,3,CHL,4.0,3.53476,Chile,Chile<br> 4.00%,Chile<br> 3.53%
2001,4,CHL,3.75,3.509592,Chile,Chile<br> 3.75%,Chile<br> 3.51%
2001,5,CHL,3.75,3.739587,Chile,Chile<br> 3.75%,Chile<br> 3.74%
2001,6,CHL,3.5,3.559888,Chile,Chile<br> 3.50%,Chile<br> 3.56%
2001,7,CHL,3.5,3.222895,Chile,Chile<br> 3.50%,Chile<br> 3.22%
2001,8,CHL,6.5,3.783312,Chile,Chile<br> 6.50%,Chile<br> 3.78%
